,geneSymbol,geneSymbol_link,map_loc,chromosome,synonyms,summary
1022,MGP003648,http://www.genenames.org/cgi-bin/gene_symbol_report?match=BECN1,17q21,17,ATG6; VPS30; beclin1;,"Beclin-1 participates in the regulation of autophagy and has an important role in development, tumorigenesis, and neurodegeneration (Zhong et al., 2009 [PubMed 19270693]).[supplied by OMIM, Jul 2010]"
1023,MGP004042,http://www.genenames.org/cgi-bin/gene_symbol_report?match=FIG4,6q21,6,YVS; BTOP; SAC3; ALS11; CMT4J; KIAA0274; dJ249I4.1;,"The protein encoded by this gene belongs to the SAC domain-containing protein gene family. The SAC domain, approximately 400 amino acids in length and consisting of seven conserved motifs, has been shown to possess phosphoinositide phosphatase activity. The yeast homolog, Sac1p, is involved in the regulation of various phosphoinositides, and affects diverse cellular functions such as actin cytoskeleton organization, Golgi function, and maintenance of vacuole morphology. Membrane-bound phosphoinositides function as signaling molecules and play a key role in vesicle trafficking in eukaryotic cells. Mutations in this gene have been associated with Charcot-Marie-Tooth disease, type 4J. [provided by RefSeq, Jul 2008]"
1024,MGP001624,http://www.genenames.org/cgi-bin/gene_symbol_report?match=IMPA1,8q21.13-q21.3,8,IMP; IMPA;,"This gene encodes an enzyme that dephosphorylates myo-inositol monophosphate to generate free myo-inositol, a precursor of phosphatidylinositol, and is therefore an important modulator of intracellular signal transduction via the production of the second messengers myoinositol 1,4,5-trisphosphate and diacylglycerol. This enzyme can also use myo-inositol-1,3-diphosphate, myo-inositol-1,4-diphosphate, scyllo-inositol-phosphate, glucose-1-phosphate, glucose-6-phosphate, fructose-1-phosphate, beta-glycerophosphate, and 2'-AMP as substrates. This enzyme shows magnesium-dependent phosphatase activity and is inhibited by therapeutic concentrations of lithium. Inhibition of inositol monophosphate hydroylosis and subsequent depletion of inositol for phosphatidylinositol synthesis may explain the anti-manic and anti-depressive effects of lithium administered to treat bipolar disorder. Alternative splicing results in multiple transcript variants encoding distinct isoforms. A pseudogene of this gene is also present on chromosome 8q21.13. [provided by RefSeq, Dec 2014]"
1025,MGP001633,http://www.genenames.org/cgi-bin/gene_symbol_report?match=INPP1,2q32,2,,"This gene encodes the enzyme inositol polyphosphate-1-phosphatase, one of the enzymes involved in phosphatidylinositol signaling pathways. This enzyme removes the phosphate group at position 1 of the inositol ring from the polyphosphates inositol 1,4-bisphosphate and inositol 1,3,4-trisphophosphate. [provided by RefSeq, Jul 2008]"
1026,MGP001635,http://www.genenames.org/cgi-bin/gene_symbol_report?match=INPP4A,2q11.2,2,INPP4; TVAS1;,"This gene encodes an Mg++ independent enzyme that hydrolyzes the 4-position phosphate from the inositol ring of phosphatidylinositol 3,4-bisphosphate, inositol 1,3,4-trisphosphate, and inositol 3,4-bisphosphate. Multiple transcript variants encoding distinct isoforms have been described. [provided by RefSeq, Aug 2008]"
1027,MGP004922,http://www.genenames.org/cgi-bin/gene_symbol_report?match=INPP5J,22q12.2,22,PIPP; INPP5; PIB5PA;,
1028,MGP006863,http://www.genenames.org/cgi-bin/gene_symbol_report?match=IPMK,10q21.1,10,,"This gene encodes a member of the inositol phosphokinase family. The encoded protein has 3-kinase, 5-kinase and 6-kinase activities on phosphorylated inositol substrates. The encoded protein plays an important role in the biosynthesis of inositol 1,3,4,5,6-pentakisphosphate, and has a preferred 5-kinase activity. This gene may play a role in nuclear mRNA export. Pseudogenes of this gene are located on the long arm of chromosome 13 and the short arm of chromosome 19. [provided by RefSeq, Dec 2010]"
1029,MGP005788,http://www.genenames.org/cgi-bin/gene_symbol_report?match=IPPK,9q22.31,9,IP5K; IPK1; C9orf12; INSP5K2; bA476B13.1;,"The protein encoded by this gene is a kinase that phosphorylates position 2 of inositol-1,3,4,5,6-pentakisphosphate to form inositol-1,2,3,4,5,6-hexakisphosphate (InsP6). InsP6 has a variety of functions, including stimulation of DNA repair, endocytosis, and mRNA export. [provided by RefSeq, Nov 2010]"
1030,MGP005194,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ISYNA1,19p13.11,19,IPS; INO1; INOS; IPS 1; IPS-1;,"This gene encodes an inositol-3-phosphate synthase enzyme. The encoded protein plays a critical role in the myo-inositol biosynthesis pathway by catalyzing the rate-limiting conversion of glucose 6-phosphate to myoinositol 1-phosphate. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene, and a pseudogene of this gene is located on the short arm of chromosome 4. [provided by RefSeq, Nov 2011]"
1031,MGP001683,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ITPK1,14q31,14,ITRPK1;,
1032,MGP001684,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ITPKA,15q15.1,15,IP3KA; IP3-3KA;,"Regulates inositol phosphate metabolism by phosphorylation of second messenger inositol 1,4,5-trisphosphate to Ins(1,3,4,5)P4. The activity of the inositol 1,4,5-trisphosphate 3-kinase is responsible for regulating the levels of a large number of inositol polyphosphates that are important in cellular signaling. Both calcium/calmodulin and protein phosphorylation mechanisms control its activity. It is also a substrate for the cyclic AMP-dependent protein kinase, calcium/calmodulin- dependent protein kinase II, and protein kinase C in vitro.[provided by RefSeq, Apr 2011]"
1033,MGP003947,http://www.genenames.org/cgi-bin/gene_symbol_report?match=MINPP1,10q23,10,MIPP; HIPER1; MINPP2;,"This gene encodes multiple inositol polyphosphate phosphatase; an enzyme that removes 3-phosphate from inositol phosphate substrates. It is the only enzyme known to hydrolzye inositol pentakisphosphate and inositol hexakisphosphate. This enzyme also converts 2,3 bisphosphoglycerate (2,3-BPG) to 2-phosphoglycerate; an activity formerly thought to be exclusive to 2,3-BPG synthase/2-phosphatase (BPGM) in the Rapoport-Luebering shunt of the glycolytic pathway.[provided by RefSeq, Sep 2009]"
1034,MGP005448,http://www.genenames.org/cgi-bin/gene_symbol_report?match=MIOX,22q13.3,22,ALDRL6;,
1035,MGP002296,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PI4KA,22q11.21,22,PIK4CA; pi4K230; PI4K-ALPHA;,"This gene encodes a phosphatidylinositol (PI) 4-kinase which catalyzes the first committed step in the biosynthesis of phosphatidylinositol 4,5-bisphosphate. The mammalian PI 4-kinases have been classified into two types, II and III, based on their molecular mass, and modulation by detergent and adenosine. The protein encoded by this gene is a type III enzyme that is not inhibited by adenosine. [provided by RefSeq, Sep 2014]"
1036,MGP002289,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PIK3C3,18q12.3,18,VPS34; hVps34;,
1037,MGP002290,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PIK3CA,3q26.3,3,MCM; CWS5; MCAP; PI3K; CLOVE; MCMTC; p110-alpha;,"Phosphatidylinositol 3-kinase is composed of an 85 kDa regulatory subunit and a 110 kDa catalytic subunit. The protein encoded by this gene represents the catalytic subunit, which uses ATP to phosphorylate PtdIns, PtdIns4P and PtdIns(4,5)P2. This gene has been found to be oncogenic and has been implicated in cervical cancers. [provided by RefSeq, Jul 2008]"
1038,MGP005051,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PIK3R4,3q22.1,3,p150; VPS15;,
1039,MGP006751,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PIKFYVE,2q34,2,CFD; FAB1; HEL37; PIP5K; PIP5K3; ZFYVE29;,"Phosphorylated derivatives of phosphatidylinositol (PtdIns) regulate cytoskeletal functions, membrane trafficking, and receptor signaling by recruiting protein complexes to cell- and endosomal-membranes. Humans have multiple PtdIns proteins that differ by the degree and position of phosphorylation of the inositol ring. This gene encodes an enzyme (PIKfyve; also known as phosphatidylinositol-3-phosphate 5-kinase type III or PIPKIII) that phosphorylates the D-5 position in PtdIns and phosphatidylinositol-3-phosphate (PtdIns3P) to make PtdIns5P and PtdIns(3,5)biphosphate. The D-5 position also can be phosphorylated by type I PtdIns4P-5-kinases (PIP5Ks) that are encoded by distinct genes and preferentially phosphorylate D-4 phosphorylated PtdIns. In contrast, PIKfyve preferentially phosphorylates D-3 phosphorylated PtdIns. In addition to being a lipid kinase, PIKfyve also has protein kinase activity. PIKfyve regulates endomembrane homeostasis and plays a role in the biogenesis of endosome carrier vesicles from early endosomes. Mutations in this gene cause corneal fleck dystrophy (CFD); an autosomal dominant disorder characterized by numerous small white flecks present in all layers of the corneal stroma. Histologically, these flecks appear to be keratocytes distended with lipid and mucopolysaccharide filled intracytoplasmic vacuoles. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, May 2010]"
1040,MGP006329,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PLCD3,17q21.31,17,PLC-delta-3;,"This gene encodes a member of the phospholipase C family, which catalyze the hydrolysis of phosphatidylinositol 4,5-bisphosphate to generate the second messengers diacylglycerol and inositol 1,4,5-trisphosphate (IP3). Diacylglycerol and IP3 mediate a variety of cellular responses to extracellular stimuli by inducing protein kinase C and increasing cytosolic Ca(2+) concentrations. This enzyme localizes to the plasma membrane and requires calcium for activation. Its activity is inhibited by spermine, sphingosine, and several phospholipids. [provided by RefSeq, Jul 2008]"
1041,MGP006350,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PTPMT1,11p11.2,11,MOSP; PLIP; DUSP23; PNAS-129;,
1042,MGP005470,http://www.genenames.org/cgi-bin/gene_symbol_report?match=VAC14,16q22.1,16,TRX; TAX1BP2; ArPIKfyve;,"The content of phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) in endosomal membranes changes dynamically with fission and fusion events that generate or absorb intracellular transport vesicles. VAC14 is a component of a trimolecular complex that tightly regulates the level of PtdIns(3,5)P2. Other components of this complex are the PtdIns(3,5)P2-synthesizing enzyme PIKFYVE (MIM 609414) and the PtdIns(3,5)P2 phosphatase FIG4 (MIM 609390). VAC14 functions as an activator of PIKFYVE (Sbrissa et al., 2007 [PubMed 17556371]).[supplied by OMIM, Feb 2010]"
1043,MGP001624,http://www.genenames.org/cgi-bin/gene_symbol_report?match=IMPA1,8q21.13-q21.3,8,IMP; IMPA;,"This gene encodes an enzyme that dephosphorylates myo-inositol monophosphate to generate free myo-inositol, a precursor of phosphatidylinositol, and is therefore an important modulator of intracellular signal transduction via the production of the second messengers myoinositol 1,4,5-trisphosphate and diacylglycerol. This enzyme can also use myo-inositol-1,3-diphosphate, myo-inositol-1,4-diphosphate, scyllo-inositol-phosphate, glucose-1-phosphate, glucose-6-phosphate, fructose-1-phosphate, beta-glycerophosphate, and 2'-AMP as substrates. This enzyme shows magnesium-dependent phosphatase activity and is inhibited by therapeutic concentrations of lithium. Inhibition of inositol monophosphate hydroylosis and subsequent depletion of inositol for phosphatidylinositol synthesis may explain the anti-manic and anti-depressive effects of lithium administered to treat bipolar disorder. Alternative splicing results in multiple transcript variants encoding distinct isoforms. A pseudogene of this gene is also present on chromosome 8q21.13. [provided by RefSeq, Dec 2014]"
